ship_id,ship_type,capacity_ton,speed_knots,fuel_consumption_td,operating_cost_usd_d,origin_port,destination_port,distance_nm,travel_time_days,loading_time_days,unloading_time_days,total_time_days,fuel_cost_usd,port_cost_usd,total_cost_usd,revenue_usd,profit_usd,maintenance_due,utilization_rate,fuel_efficiency
SHIP_750,Granelheiro,18937.81,19.83,45.85,17584.57,Belém,Recife,1244.18,62.75,2.32,1.27,66.34,1869887.25,37474.66,3073957.69,4504331.32,1430373.64,False,0.7101944043930574,31199.74
SHIP_751,Graneleiro,10256.18,17.73,36.76,11829.93,Santos,Fortaleza,2771.09,156.28,1.21,2.44,159.93,3734310.57,37491.32,5663756.85,6447063.93,783307.08,False,0.6356833923530971,21307.79
SHIP_752,Petroleiro,23209.03,15.62,85.69,6385.19,Salvador,Recife,2185.02,139.85,1.11,2.35,143.3,7788866.21,43721.48,8747614.12,11017870.26,2270256.14,False,0.7656246154095395,26494.98
SHIP_753,Gaseiro,32797.71,19.56,91.53,12468.04,Fortaleza,Paranaguá,2604.52,133.13,2.6,1.82,137.56,7920467.85,19203.38,9654737.59,12188457.92,2533720.33,False,0.6796713875367872,27682.67
SHIP_754,Granelheiro,28599.64,23.06,48.28,14633.14,Itajaí,Rio Grande,1114.08,48.31,1.22,2.59,52.12,1516012.73,13958.74,2292614.14,2770744.68,478130.54,True,0.7867174665672024,9903.65
SHIP_755,Petroleiro,7374.05,19.57,95.37,18317.89,Itajaí,Santos,755.66,38.61,2.49,2.61,43.71,2393793.67,20855.53,3215402.3,4143507.05,928104.74,False,0.6485283851896563,9731.35
SHIP_756,Gaseiro,10729.03,16.76,96.82,15397.54,Salvador,Itajaí,2503.43,149.4,1.8,1.67,152.87,9402221.23,19379.36,11775366.69,15216826.07,3441459.38,False,0.9010257316464274,35544.44
SHIP_757,Granelheiro,10518.26,19.33,51.74,19070.81,Salvador,Fortaleza,882.84,45.66,1.02,1.48,48.16,1535568.67,42811.07,2496768.21,2955496.26,458728.04,False,0.7524562053044481,8866.33
SHIP_758,Gaseiro,23668.11,22.33,74.87,17499.07,Itajaí,Fortaleza,1124.9,50.38,2.22,2.17,54.77,2451883.26,24789.51,3435127.39,4446507.96,1011380.57,False,0.7265128649744803,13508.47
SHIP_759,Granelheiro,39995.62,22.39,91.44,11719.15,Fortaleza,Santos,1826.18,81.57,1.83,2.7,86.1,4848024.9,19188.09,5876255.35,7027317.59,1151062.24,False,0.7551621122704445,12588.56
SHIP_760,Gaseiro,31363.84,24.76,62.58,18579.83,Itajaí,Rio de Janeiro,707.6,28.58,1.38,1.88,31.84,1162520.54,33390.27,1787509.91,2549867.06,762357.14,False,0.7360980237659407,12181.27
SHIP_761,Petroleiro,7133.7,23.01,68.35,7978.14,Rio de Janeiro,Itajaí,1737.07,75.49,2.48,2.54,80.51,3353693.74,29984.74,4026013.34,4920133.79,894120.44,False,0.6063210769159861,13081.41
SHIP_762,Container,26722.78,18.31,79.22,9691.41,Belém,Itajaí,2567.02,140.2,2.19,2.59,144.97,7219516.96,49573.63,8674093.52,11897936.07,3223842.55,False,0.8292293865985625,40692.63
SHIP_763,Granelheiro,17748.34,15.0,30.15,19004.23,Salvador,Recife,2668.39,177.86,1.47,2.56,181.89,3486247.28,34342.86,6977223.96,10384634.21,3407410.24,False,0.8767110376694143,112996.96
SHIP_764,Container,11009.44,18.11,69.26,15364.27,Santos,Belém,1510.37,83.42,2.75,1.83,88.0,3755350.6,26111.05,5133533.61,5721235.45,587701.84,False,0.932829473153042,8485.68
SHIP_765,Granelheiro,5999.13,18.04,93.69,9814.03,Belém,Fortaleza,1130.63,62.68,2.07,2.65,67.4,3817132.77,14125.87,4492717.09,6636678.9,2143961.81,False,0.6634375894430431,22884.66
SHIP_766,Petroleiro,37040.36,18.85,52.18,16749.35,Salvador,Rio de Janeiro,2906.96,154.22,1.25,1.84,157.31,5230999.66,29237.66,7895135.43,9873062.08,1977926.65,False,0.6182940336465588,37903.24
SHIP_767,Gaseiro,35849.24,19.36,35.58,17240.5,Rio de Janeiro,Fortaleza,2506.4,129.45,1.97,1.6,133.02,2994051.92,35523.71,5322877.18,6468684.27,1145807.09,True,0.6693108313208828,32200.51
SHIP_768,Container,11035.38,15.56,89.46,9420.72,Manaus,Santos,504.53,32.42,1.45,1.68,35.54,1885063.47,49639.45,2269562.22,2971802.53,702240.31,False,0.9276439500390471,7849.44
SHIP_769,Petroleiro,28407.21,18.65,89.87,10924.85,Fortaleza,Belém,1337.52,71.72,1.41,1.76,74.89,4189852.49,22667.37,5030727.2,6896732.51,1866005.3,False,0.8411499947459988,20763.08
SHIP_770,Container,30515.55,21.84,20.23,18963.47,Santos,Recife,777.3,35.6,1.81,2.54,39.95,468026.28,27409.23,1253062.32,1852949.64,599887.32,False,0.7068947244899629,29657.2
SHIP_771,Container,12094.75,16.74,80.86,5237.57,Belém,Rio Grande,1894.53,113.17,1.76,2.01,116.94,5948306.54,32513.21,6593326.83,8079113.76,1485786.93,False,0.854311553066154,18374.64
SHIP_772,Gaseiro,46792.82,23.04,33.05,8738.06,Rio de Janeiro,Salvador,1354.66,58.79,1.34,2.16,62.29,1262890.36,49018.02,1856186.46,2607168.93,750982.47,True,0.601576568343101,22723.18
SHIP_773,Granelheiro,19097.42,20.27,45.94,6665.52,Itajaí,Salvador,1606.91,79.28,1.51,2.82,83.61,2367527.52,14070.18,2938900.74,3290572.69,351671.95,False,0.8485606433065562,7655.02
SHIP_774,Gaseiro,35480.38,15.24,52.94,9994.25,Rio de Janeiro,Salvador,2173.53,142.58,1.43,2.18,146.19,4906308.3,46528.24,6413938.14,9102153.98,2688215.84,False,0.9424770884264415,50778.72
SHIP_775,Gaseiro,5480.16,21.23,53.03,17897.82,Itajaí,Rio Grande,1129.54,53.21,2.96,2.23,58.4,1834066.0,41741.5,2921052.66,3313174.24,392121.59,False,0.7666072474080419,7394.73
SHIP_776,Graneleiro,45567.75,15.35,45.59,13949.87,Belém,Santos,2012.0,131.1,1.96,2.63,135.69,3884906.46,12508.89,5790259.02,8258039.08,2467780.06,False,0.624376053711893,54129.42
SHIP_777,Granelheiro,31502.12,20.21,79.38,12646.03,Fortaleza,Salvador,1556.11,77.01,1.8,1.05,79.86,3973308.67,23422.29,5006636.21,7461930.98,2455294.77,False,0.8530257352835112,30932.43
SHIP_778,Gaseiro,41466.4,22.97,30.21,18549.52,Itajaí,Salvador,2180.7,94.94,2.8,1.89,99.63,1864067.99,27478.19,3739679.08,5287212.91,1547533.83,False,0.666276306527152,51233.59
SHIP_779,Petroleiro,39709.54,23.41,69.42,14666.35,Salvador,Recife,570.84,24.38,2.66,2.58,29.61,1100029.67,20361.41,1554714.97,2150902.59,596187.62,False,0.6436441064932611,8588.67
SHIP_780,Graneleiro,31379.37,22.64,99.45,16374.54,Recife,Fortaleza,2484.08,109.71,2.23,2.97,114.91,7091998.03,35598.26,9009248.16,13010267.11,4001018.95,False,0.738510690446574,40230.52
SHIP_781,Petroleiro,18440.25,23.67,79.74,17866.48,Belém,Manaus,1737.46,73.41,1.26,2.39,77.06,3804637.58,18242.95,5199662.27,6637326.61,1437664.33,False,0.6738245676372792,18029.52
SHIP_782,Granelheiro,35263.51,22.04,64.69,18554.27,Santos,Rio Grande,777.49,35.27,1.35,1.86,38.48,1483131.28,15068.51,2212234.97,2934570.51,722335.55,False,0.7618598859728017,11166.15
SHIP_783,Petroleiro,47343.46,19.86,57.01,16776.08,Rio Grande,Salvador,2553.94,128.57,2.11,1.36,132.04,4764438.32,28710.33,7008293.48,10422937.31,3414643.83,False,0.6157810996018864,59896.01
SHIP_784,Granelheiro,37904.95,23.72,27.84,11544.52,Belém,Recife,2905.76,122.5,2.67,1.98,127.15,2217186.27,40502.84,3725585.13,5340071.36,1614486.23,False,0.6986753431130462,57981.96
SHIP_785,Graneleiro,28888.66,15.52,32.68,17190.4,Manaus,Itajaí,831.51,53.59,1.47,1.91,56.96,1138407.0,30684.84,2148275.0,3019280.62,871005.62,False,0.9387518229071246,26650.2
SHIP_786,Container,43833.7,19.49,25.03,12140.88,Rio Grande,Paranaguá,2223.11,114.07,2.22,2.08,118.37,1855822.88,28752.76,3321639.37,4044111.71,722472.34,False,0.6793929858139233,28865.87
SHIP_787,Granelheiro,30897.55,19.23,61.19,7560.16,Paranaguá,Recife,2157.27,112.16,2.71,1.52,116.38,4461171.04,29660.57,5370665.54,8003424.5,2632758.96,False,0.7020194478948878,43023.01
SHIP_788,Graneleiro,26166.72,24.56,81.34,19543.35,Recife,Itajaí,2365.64,96.31,1.35,1.13,98.79,5091836.47,33106.46,7055656.3,8771064.93,1715408.64,False,0.9004306829163717,21090.29
SHIP_789,Container,48057.61,19.99,94.52,13749.99,Belém,Paranaguá,1845.96,92.34,1.91,1.42,95.67,5673508.32,10148.79,6999119.9,8375164.3,1376044.4,False,0.600554625563219,14557.8
SHIP_790,Petroleiro,28548.16,18.44,99.77,16586.16,Santos,Paranaguá,2403.19,130.32,2.91,2.78,136.01,8451326.81,22727.5,10729861.69,12515255.83,1785394.14,False,0.652451979610293,17895.0
SHIP_791,Graneleiro,30732.29,17.54,38.24,5172.89,Rio de Janeiro,Itajaí,825.85,47.09,1.62,1.23,49.95,1170707.69,49434.34,1478506.19,1808882.92,330376.73,True,0.6106328529840619,8638.44
SHIP_792,Gaseiro,37073.92,15.46,41.3,12458.04,Rio de Janeiro,Rio Grande,1549.85,100.23,1.38,1.67,103.28,2690707.72,39108.25,4016524.04,5493411.33,1476887.29,False,0.6945204631355445,35760.28
SHIP_793,Petroleiro,14307.67,21.54,53.3,7694.89,Itajaí,Santos,2222.77,103.19,2.13,2.72,108.04,3574899.01,14699.04,4420947.53,6252398.61,1831451.08,True,0.9137655000407534,34362.88
SHIP_794,Petroleiro,33629.85,22.31,93.44,18678.09,Recife,Rio de Janeiro,2347.36,105.23,1.4,2.69,109.31,6391349.65,18151.04,8451260.33,11807758.88,3356498.55,False,0.9155200478852621,35921.11
SHIP_795,Petroleiro,17167.25,23.04,99.65,8789.95,Recife,Belém,1591.94,69.11,2.04,1.59,72.74,4476254.88,10610.59,5126234.77,6090231.92,963997.15,False,0.6195123594646148,9673.99
SHIP_796,Gaseiro,7358.26,24.08,77.7,15156.6,Santos,Paranaguá,1806.43,75.02,2.56,1.31,78.9,3789101.78,25677.65,5010617.85,6493769.25,1483151.4,True,0.7468297982681309,19088.02
SHIP_797,Container,19242.58,15.36,30.94,16460.55,Fortaleza,Rio Grande,545.09,35.5,2.87,1.17,39.54,713865.24,41969.52,1406667.78,2052956.54,646288.75,False,0.9036169582235903,20889.24
SHIP_798,Gaseiro,17939.75,18.33,54.12,7089.45,Fortaleza,Recife,555.68,30.31,2.74,2.11,35.16,1066456.21,34348.92,1350073.4,1985681.74,635608.33,False,0.8417987265189346,11743.63
SHIP_799,Granelheiro,40413.59,16.16,48.81,19523.12,Salvador,Belém,2807.33,173.68,2.77,1.9,178.36,5510694.58,44287.72,9037037.85,10115683.81,1078645.95,False,0.7448886944694189,22097.53
SHIP_800,Container,26752.64,17.64,48.52,7441.64,Paranaguá,Rio Grande,1722.84,97.69,2.59,2.32,102.6,3080944.84,14311.69,3858799.39,4997271.17,1138471.78,True,0.7554395518113922,23464.87
SHIP_801,Container,40161.03,21.8,70.81,18643.33,Fortaleza,Santos,545.08,25.0,2.11,2.57,29.69,1150848.73,31653.42,1736058.74,2134585.3,398526.56,False,0.6998764850992492,5627.91
SHIP_802,Granelheiro,48014.15,22.34,72.94,17254.37,Rio de Janeiro,Belém,818.94,36.66,2.72,2.19,41.56,1737802.98,23413.16,2478387.18,3535027.98,1056640.8,False,0.7307776037305445,14487.34
SHIP_803,Petroleiro,22465.47,15.96,93.17,6365.54,Rio Grande,Fortaleza,2120.52,132.89,1.83,1.81,136.53,8047643.8,37182.07,8953902.73,10089593.3,1135690.57,False,0.7008709428475135,12189.87
SHIP_804,Granelheiro,16564.63,21.64,53.55,19481.16,Rio de Janeiro,Itajaí,2209.61,102.1,2.58,1.59,106.27,3553926.1,13167.46,5637355.0,7301102.7,1663747.7,True,0.7568563056791506,31068.46
SHIP_805,Container,17348.57,18.93,51.02,9303.0,Salvador,Fortaleza,1171.45,61.88,2.72,1.14,65.74,2052093.97,37104.45,2700773.01,3157549.41,456776.39,False,0.7028864817436044,8952.69
SHIP_806,Gaseiro,14711.19,16.59,45.01,6588.74,Paranaguá,Rio de Janeiro,546.62,32.96,2.61,1.28,36.84,964268.97,41039.07,1248042.53,1770993.56,522951.03,False,0.8347615201651206,11617.36
SHIP_807,Gaseiro,43130.98,15.1,52.23,18608.65,Rio de Janeiro,Santos,2350.78,155.73,2.09,2.06,159.87,5287026.9,23910.8,8285967.04,10839770.14,2553803.1,True,0.6004744335742821,48894.2
SHIP_808,Gaseiro,27369.02,22.53,85.86,18190.95,Santos,Paranaguá,1719.3,76.32,2.26,1.16,79.74,4259301.33,29521.53,5739337.6,6668687.32,929349.71,False,0.7152568595026098,10823.82
SHIP_809,Container,24059.33,20.72,92.23,10917.27,Fortaleza,Santos,2952.83,142.54,2.52,2.02,147.08,8544974.2,35761.06,10186414.7,11621575.29,1435160.59,False,0.6629998658137404,15560.65
SHIP_810,Gaseiro,27614.64,23.48,21.63,14067.33,Salvador,Belém,1192.56,50.78,2.72,1.57,55.07,714033.89,37470.23,1526236.86,2090468.09,564231.23,False,0.9131092556728402,26083.02
SHIP_811,Granelheiro,29414.65,24.78,84.8,13335.57,Paranaguá,Itajaí,2867.6,115.7,2.01,2.77,120.49,6377581.11,24325.79,8008651.38,10022482.45,2013831.08,False,0.6964063379266782,23747.61
SHIP_812,Petroleiro,16926.57,20.36,55.93,11601.81,Paranaguá,Rio Grande,727.84,35.75,2.44,1.43,39.61,1299546.19,17878.15,1776972.04,2248053.25,471081.2,False,0.8043503935578054,8422.41
SHIP_813,Granelheiro,21715.85,19.49,62.97,8053.03,Manaus,Paranaguá,889.38,45.63,2.76,1.87,50.26,1867954.25,26483.74,2299207.11,2561879.71,262672.59,True,0.9363573275178246,4171.16
SHIP_814,Graneleiro,5588.44,16.72,72.3,5382.09,Santos,Fortaleza,659.02,39.42,1.44,2.02,42.89,1852679.51,31836.1,2115349.77,2355874.45,240524.68,False,0.7139261683441473,3326.71
SHIP_815,Granelheiro,11465.94,22.1,62.7,7157.52,Salvador,Itajaí,523.1,23.67,2.62,1.35,27.64,964664.22,34248.67,1196741.52,1477699.05,280957.53,False,0.7458072797244695,4481.12
SHIP_816,Petroleiro,34183.72,18.09,68.5,12856.38,Santos,Fortaleza,561.2,31.02,2.58,1.02,34.62,1380878.63,21726.24,1847698.92,2036847.17,189148.25,False,0.9370046729006334,2761.44
SHIP_817,Petroleiro,31526.19,19.71,65.87,18918.51,Itajaí,Rio de Janeiro,2570.95,130.43,1.65,1.47,133.55,5584486.77,20505.34,8131515.08,10585349.51,2453834.42,False,0.902241286085,37251.48
SHIP_818,Gaseiro,35332.63,17.15,71.02,12591.25,Itajaí,Santos,2293.05,133.73,2.67,2.49,138.88,6173219.0,43862.45,7965816.26,8965897.0,1000080.74,False,0.8420269410347581,14082.43
SHIP_819,Granelheiro,44750.74,19.96,45.06,16304.99,Salvador,Santos,1050.17,52.62,1.78,2.73,57.13,1541217.6,38976.89,2511690.31,3168558.62,656868.31,False,0.7245889367912828,14577.62
SHIP_820,Container,17784.69,16.76,79.47,8781.05,Fortaleza,Itajaí,1635.42,97.57,1.77,2.96,102.31,5039993.45,25643.69,5964020.53,6751229.45,787208.92,True,0.7491403475907727,9906.16
SHIP_821,Container,17939.91,16.6,42.57,8498.78,Rio Grande,Santos,2335.18,140.65,1.06,2.23,143.94,3891984.65,40426.45,5155750.73,6662721.93,1506971.2,False,0.8477582433327873,35397.81
SHIP_822,Graneleiro,38656.56,16.97,82.18,17481.42,Rio Grande,Rio de Janeiro,1403.17,82.69,1.43,1.77,85.89,4417158.52,39584.32,5958137.45,7549291.43,1591153.98,False,0.6068636863659888,19360.96
SHIP_823,Graneleiro,35211.56,20.23,91.89,7465.89,Paranaguá,Itajaí,2510.27,124.08,2.58,1.25,127.92,7411020.53,25942.37,8391964.07,9802326.42,1410362.35,False,0.8962523117075574,15348.19
SHIP_824,Container,27070.09,15.37,62.82,15571.93,Salvador,Belém,1347.91,87.69,1.22,1.56,90.47,3580845.36,40863.55,5030561.66,6240399.33,1209837.67,False,0.9002612148361839,19258.73
SHIP_825,Gaseiro,18898.74,21.59,65.32,12076.34,Rio de Janeiro,Rio Grande,1739.55,80.58,2.46,1.18,84.22,3420917.57,36727.23,4474682.92,6525541.25,2050858.34,False,0.7782278884144773,31399.26
SHIP_826,Petroleiro,33240.02,18.56,45.88,5347.2,Itajaí,Rio de Janeiro,1750.83,94.31,1.97,1.32,97.6,2812574.97,40572.96,3375018.64,4377634.52,1002615.88,True,0.7682751588629045,21853.47
SHIP_827,Petroleiro,49640.72,21.87,87.31,11222.71,Belém,Paranaguá,2419.65,110.66,1.08,1.25,112.98,6279769.41,18122.82,7565862.46,9538893.9,1973031.44,False,0.6127821327834808,22598.38
SHIP_828,Granelheiro,32912.99,17.94,26.92,16391.43,Rio Grande,Santos,1285.11,71.62,1.92,1.47,75.01,1253040.62,35092.68,2517734.44,3073134.99,555400.55,False,0.6253219343426201,20634.85
SHIP_829,Container,44533.88,18.02,72.02,9935.09,Belém,Santos,1478.64,82.06,1.52,1.69,85.27,3841805.54,26428.02,4715429.1,6545800.37,1830371.27,False,0.8729861611891375,25413.44
SHIP_830,Gaseiro,34998.62,18.09,43.4,16974.09,Paranaguá,Belém,2458.34,135.91,1.7,1.6,139.21,3833642.78,32392.99,6229061.81,6872812.08,643750.27,False,0.6066651932460021,14834.55
SHIP_831,Container,37960.46,24.33,72.58,11585.44,Paranaguá,Rio Grande,612.2,25.16,2.84,1.94,29.94,1186965.44,11159.87,1545017.73,2125833.82,580816.09,False,0.7542678366863791,8002.89
SHIP_832,Gaseiro,49755.16,19.2,68.64,6571.44,Rio de Janeiro,Fortaleza,1635.57,85.18,1.48,2.67,89.33,3800324.3,41356.78,4428716.64,6331612.18,1902895.54,False,0.8433303795117074,27724.2
SHIP_833,Gaseiro,23809.96,20.66,71.93,10253.55,Rio de Janeiro,Salvador,2792.75,135.21,1.27,2.34,138.82,6321151.0,10174.38,7754686.4,11398306.78,3643620.38,False,0.6538390735775939,50657.59
SHIP_834,Graneleiro,40704.65,24.15,33.57,17261.19,Rio Grande,Santos,2833.06,117.31,2.88,2.83,123.02,2559485.69,31856.84,4714805.5,5858072.88,1143267.38,True,0.8443409234292332,34061.21
SHIP_835,Granelheiro,18993.79,16.0,41.8,17476.78,Santos,Belém,2951.18,184.49,1.99,1.02,187.49,5012205.49,15601.79,8304605.72,10204967.16,1900361.45,False,0.9297818018219082,45466.05
SHIP_836,Petroleiro,28725.17,18.25,32.65,10077.9,Belém,Recife,551.28,30.21,1.73,2.06,34.0,641051.74,44874.65,1028536.71,1414186.3,385649.6,False,0.7938048809894264,11811.58
SHIP_837,Granelheiro,49388.63,22.32,82.16,18086.94,Recife,Manaus,1039.1,46.55,1.17,1.97,49.68,2485750.23,30563.23,3414908.38,4889031.15,1474122.76,False,0.7997985589405094,17943.03
SHIP_838,Petroleiro,28718.19,15.38,69.22,17420.65,Rio de Janeiro,Rio Grande,893.75,58.1,2.19,2.19,62.48,2614149.73,16567.4,3719150.52,4274737.42,555586.9,False,0.6379012747690209,8026.72
SHIP_839,Petroleiro,23939.48,22.27,28.58,8090.73,Recife,Fortaleza,868.88,39.01,2.59,1.13,42.73,724864.54,37463.46,1108073.55,1381305.39,273231.84,False,0.9375341965744131,9558.88
SHIP_840,Container,10154.54,18.14,84.81,8992.38,Salvador,Belém,1037.8,57.2,2.65,2.97,62.82,3153155.79,32275.22,3750363.06,4542512.86,792149.81,False,0.888433071669531,9340.28
SHIP_841,Granelheiro,5239.59,20.65,47.14,9840.26,Santos,Rio Grande,2112.27,102.3,2.7,2.22,107.22,3134261.0,44126.92,4233452.44,5104861.4,871408.96,False,0.8234196127033814,18487.01
SHIP_842,Gaseiro,34455.48,24.54,82.01,17054.53,Rio de Janeiro,Fortaleza,1829.0,74.53,1.37,1.85,77.75,3972998.13,31979.58,5331023.31,7310793.18,1979769.87,False,0.696242717190774,24139.74
SHIP_843,Petroleiro,8584.03,19.3,64.35,9931.19,Rio de Janeiro,Itajaí,2301.08,119.25,2.29,1.67,123.2,4987675.92,40194.9,6251441.95,8498697.9,2247255.96,False,0.7594657308883942,34924.67
SHIP_844,Gaseiro,32535.68,18.74,76.16,17535.82,Rio Grande,Rio de Janeiro,2220.58,118.52,2.03,1.92,122.47,5867120.36,35692.79,8050375.73,11044506.54,2994130.81,True,0.7667987802530065,39315.87
SHIP_845,Petroleiro,18322.95,20.15,33.23,19665.69,Santos,Rio de Janeiro,769.81,38.21,2.86,2.83,43.9,825207.93,31014.42,1719475.84,2390009.7,670533.86,False,0.8205121021398534,20178.79
SHIP_846,Graneleiro,20325.92,18.01,66.26,12471.95,Itajaí,Belém,1948.84,108.2,1.57,1.73,111.51,4659920.66,13355.92,6063979.62,6797178.72,733199.1,False,0.6315397715269506,11065.76
SHIP_847,Graneleiro,39671.67,21.17,67.89,9388.11,Paranaguá,Belém,2209.73,104.39,2.59,1.23,108.2,4606615.71,31340.86,5653794.34,6448186.77,794392.44,False,0.7336853066658441,11701.0
SHIP_848,Graneleiro,30393.55,16.15,99.76,11383.34,Rio Grande,Fortaleza,1370.58,84.89,2.42,1.73,89.04,5504563.82,43330.97,6561446.69,8409860.62,1848413.93,False,0.6376086257546603,18528.75
SHIP_849,Granelheiro,43075.36,22.36,36.94,7179.29,Recife,Rio de Janeiro,1290.73,57.73,2.95,1.51,62.2,1386109.94,28245.09,1860893.09,2069328.17,208435.08,False,0.7811013959345371,5642.94
SHIP_850,Graneleiro,24456.02,24.92,94.2,9615.86,Salvador,Rio Grande,778.98,31.26,2.68,2.99,36.94,1914345.04,21704.36,2291231.13,2848261.43,557030.3,False,0.6799244649625966,5912.96
SHIP_851,Gaseiro,14904.94,17.01,93.8,17789.99,Belém,Rio de Janeiro,2437.21,143.27,1.79,2.01,147.06,8734941.72,28573.27,11379721.78,13671133.94,2291412.16,False,0.9256283302655353,24428.72
SHIP_852,Container,21408.8,23.58,41.3,12717.9,Santos,Belém,767.21,32.54,2.32,2.67,37.53,873543.15,38737.89,1389630.93,1819448.51,429817.58,False,0.8529141036920573,10407.54
SHIP_853,Graneleiro,14202.7,18.38,57.59,9961.89,Manaus,Santos,2387.35,129.89,1.66,1.28,132.83,4862060.63,25961.62,6211218.76,9266925.8,3055707.04,False,0.6144810338635409,53061.86
SHIP_854,Gaseiro,22049.92,15.35,28.17,14021.16,Itajaí,Belém,2684.55,174.92,1.24,1.9,178.06,3202451.85,46435.16,5745547.08,8191543.65,2445996.57,False,0.7323687223348766,86842.19
SHIP_855,Petroleiro,30938.25,22.92,45.95,15742.47,Fortaleza,Santos,838.55,36.59,1.58,1.29,39.46,1092608.97,42449.22,1756221.1,2088251.73,332030.62,False,0.9301544390359784,7226.68
SHIP_856,Petroleiro,28749.75,20.4,56.88,9888.35,Itajaí,Salvador,1689.14,82.8,2.21,2.97,87.98,3061414.18,47510.58,3978875.04,5748922.1,1770047.06,True,0.7392051414679528,31117.5
SHIP_857,Gaseiro,24265.11,23.8,96.87,18395.02,Fortaleza,Paranaguá,2297.95,96.54,2.17,2.38,101.09,6078977.64,47564.37,7986108.65,9583326.34,1597217.69,False,0.8611458423835248,16487.86
SHIP_858,Graneleiro,28436.7,17.69,82.13,13283.33,Fortaleza,Rio de Janeiro,2152.43,121.71,1.65,1.96,125.31,6497082.12,34694.17,8196364.47,10343519.56,2147155.09,False,0.6109765490816059,26143.83
SHIP_859,Gaseiro,12662.11,21.33,53.59,12622.46,Rio Grande,Recife,657.43,30.82,2.67,2.57,36.06,1073656.26,17414.16,1546236.41,2093189.3,546952.9,False,0.7736264174751859,10206.32
SHIP_860,Container,12609.68,16.26,94.61,14074.25,Itajaí,Rio Grande,2148.73,132.14,1.8,2.82,136.76,8126098.19,35517.22,10086387.8,14198284.82,4111897.02,False,0.6766395444870305,43460.79
SHIP_861,Gaseiro,27344.74,17.77,62.79,10227.64,Recife,Santos,830.17,46.72,1.53,1.88,50.13,1906770.92,11211.73,2430653.82,3422985.28,992331.46,False,0.6958702047204662,15803.39
SHIP_862,Gaseiro,13994.28,17.32,83.84,13446.9,Paranaguá,Fortaleza,514.43,29.7,1.86,1.82,33.38,1618645.93,14557.81,2082036.1,2853340.35,771304.25,False,0.7608191553675578,9200.22
SHIP_863,Gaseiro,49630.05,17.27,44.87,19763.61,Belém,Manaus,2579.4,149.37,1.94,2.11,153.42,4356010.57,43727.12,7431785.01,9604780.23,2172995.22,True,0.632650584652689,48432.56
SHIP_864,Container,38245.01,24.6,74.28,13558.42,Rio Grande,Rio de Janeiro,2864.07,116.43,1.89,2.2,120.51,5621746.52,29053.53,7284782.11,10731492.91,3446710.8,False,0.8404333544849034,46399.23
SHIP_865,Container,40635.79,20.83,92.71,19129.87,Fortaleza,Recife,660.8,31.72,1.8,1.05,34.57,1911752.01,23176.67,2596339.36,3413530.13,817190.77,False,0.6864371284566373,8814.16
SHIP_866,Container,40544.86,21.35,62.62,10887.89,Santos,Fortaleza,1228.46,57.55,2.65,1.9,62.1,2342411.66,30057.9,3048607.49,3988589.19,939981.7,False,0.6896309491834482,15011.62
SHIP_867,Petroleiro,10415.32,15.99,80.6,8352.92,Recife,Manaus,639.18,39.99,2.6,1.31,43.89,2094758.88,35005.84,2496362.49,3084149.28,587786.79,False,0.8414875249942269,7292.91
SHIP_868,Graneleiro,20063.09,21.95,75.89,15559.04,Belém,Manaus,1731.3,78.86,2.83,1.98,83.67,3889959.6,28010.61,5219725.63,6157983.46,938257.83,False,0.891413154563435,12363.25
SHIP_869,Container,23082.79,22.17,90.13,8244.51,Paranaguá,Rio de Janeiro,2517.98,113.58,2.51,1.71,117.81,6654217.11,49580.8,7675050.7,9248658.27,1573607.57,False,0.8702907076286192,17458.39
SHIP_870,Container,24559.58,18.31,34.29,16479.99,Rio Grande,Paranaguá,2465.8,134.68,2.13,2.91,139.73,3002189.3,22726.53,5327708.19,6328505.49,1000797.29,False,0.7826595616746174,29183.7
SHIP_871,Granelheiro,34866.7,18.81,77.56,10042.48,Belém,Rio Grande,1225.71,65.16,2.08,1.05,68.29,3284832.76,13191.56,3983814.88,5048241.68,1064426.8,False,0.8888624496946418,13724.34
SHIP_872,Graneleiro,41711.92,24.35,87.27,14655.19,Manaus,Itajaí,2023.26,83.1,1.93,2.25,87.29,4713963.47,41808.66,6034954.33,8977688.89,2942734.56,False,0.800778621046065,33718.38
SHIP_873,Container,25016.25,21.68,70.39,5267.51,Rio de Janeiro,Itajaí,1852.9,85.45,1.18,1.05,87.68,3909691.85,41647.89,4413176.46,5311081.1,897904.64,False,0.7768079990329564,12755.48
SHIP_874,Petroleiro,38661.56,16.39,40.19,15976.64,Belém,Recife,911.84,55.63,1.7,1.53,58.87,1453492.7,23994.47,2417990.9,3344878.44,926887.53,False,0.9164669226433497,23060.86
SHIP_875,Granelheiro,32097.59,19.93,82.86,19213.01,Fortaleza,Recife,1389.61,69.72,1.5,2.23,73.46,3755282.26,29954.91,5196554.13,7772352.09,2575797.97,True,0.6638173142523768,31086.06
SHIP_876,Petroleiro,47403.54,22.55,36.64,10065.66,Salvador,Recife,2524.19,111.93,2.39,2.53,116.86,2665960.58,27648.04,3869849.81,5365897.0,1496047.19,False,0.7291696557696314,40828.79
